SeriesTicker,SeriesName,EventTicker,MarketTicker,Time,EventEndTime,VolumeInDollar,OpenInterest,YesProb,NoProb,EventResult,RulesPrimary,KalshiURL,Tags
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11MRSHODU,KXNCAAMBGAME-26FEB11MRSHODU-MRSH,2026-02-11T21:00:00+00:00,2026-02-12T03:21:24Z,349758.00,20014,0.6,0.4,yes,"If Marshall wins the Marshall at Old Dominion men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11mrshodu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11USFWICH,KXNCAAMBGAME-26FEB11USFWICH-WICH,2026-02-11T21:00:00+00:00,2026-02-12T03:06:04Z,217680.00,14549,0.49,0.51,no,"If Wichita St. wins the South Florida at Wichita St. men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11usfwich,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11USFWICH,KXNCAAMBGAME-26FEB11USFWICH-USF,2026-02-11T21:00:00+00:00,2026-02-12T03:06:04Z,197037.00,4437,0.52,0.48,yes,"If South Florida wins the South Florida at Wichita St. men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11usfwich,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11PROVHALL,KXNCAAMBGAME-26FEB11PROVHALL-PROV,2026-02-11T21:00:00+00:00,2026-02-12T03:06:06Z,378622.00,10075,0.38,0.62,no,"If Providence wins the Providence at Seton Hall men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11provhall,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11PROVHALL,KXNCAAMBGAME-26FEB11PROVHALL-HALL,2026-02-11T21:00:00+00:00,2026-02-12T03:06:06Z,454406.00,25014,0.63,0.37,yes,"If Seton Hall wins the Providence at Seton Hall men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11provhall,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11ALAMISS,KXNCAAMBGAME-26FEB11ALAMISS-MISS,2026-02-11T20:00:00+00:00,2026-02-12T02:26:37Z,261694.00,9432,0.27,0.73,no,"If Ole Miss wins the Alabama at Ole Miss men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11alamiss,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11ALAMISS,KXNCAAMBGAME-26FEB11ALAMISS-ALA,2026-02-11T20:00:00+00:00,2026-02-12T02:26:37Z,347604.00,22739,0.76,0.24,yes,"If Alabama wins the Alabama at Ole Miss men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11alamiss,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11WOFSAM,KXNCAAMBGAME-26FEB11WOFSAM-WOF,2026-02-11T20:00:00+00:00,2026-02-12T02:12:52Z,109375.00,17431,0.34,0.66,no,"If Wofford wins the Wofford at Samford men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11wofsam,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11WOFSAM,KXNCAAMBGAME-26FEB11WOFSAM-SAM,2026-02-11T20:00:00+00:00,2026-02-12T02:12:52Z,36945.00,5135,0.68,0.32,yes,"If Samford wins the Wofford at Samford men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11wofsam,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11CALSYR,KXNCAAMBGAME-26FEB11CALSYR-SYR,2026-02-11T21:00:00+00:00,2026-02-12T03:12:10Z,1256451.00,17986,0.73,0.27,yes,"If Syracuse wins the California at Syracuse men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11calsyr,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11CALSYR,KXNCAAMBGAME-26FEB11CALSYR-CAL,2026-02-11T21:00:00+00:00,2026-02-12T03:12:10Z,1758302.00,42354,0.29,0.71,no,"If California wins the California at Syracuse men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11calsyr,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11FLAUGA,KXNCAAMBGAME-26FEB11FLAUGA-UGA,2026-02-11T21:00:00+00:00,2026-02-12T02:32:34Z,608913.00,77853,0.22,0.78,no,"If Georgia wins the Florida at Georgia men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11flauga,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11FLAUGA,KXNCAAMBGAME-26FEB11FLAUGA-FLA,2026-02-11T21:00:00+00:00,2026-02-12T02:32:34Z,506854.00,48438,0.8,0.2,yes,"If Florida wins the Florida at Georgia men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11flauga,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11TOLWMU,KXNCAAMBGAME-26FEB11TOLWMU-WMU,2026-02-11T21:00:00+00:00,2026-02-12T03:12:10Z,83353.00,347,0.29,0.71,no,"If Western Michigan wins the Toledo at Western Michigan men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11tolwmu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11TOLWMU,KXNCAAMBGAME-26FEB11TOLWMU-TOL,2026-02-11T21:00:00+00:00,2026-02-12T03:12:10Z,66546.00,1159,0.73,0.27,yes,"If Toledo wins the Toledo at Western Michigan men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11tolwmu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11VMIUNCG,KXNCAAMBGAME-26FEB11VMIUNCG-VMI,2026-02-11T21:00:00+00:00,2026-02-12T02:32:31Z,17315.00,1152,0.21,0.79,no,"If VMI wins the VMI at UNC Greensboro men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11vmiuncg,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11VMIUNCG,KXNCAAMBGAME-26FEB11VMIUNCG-UNCG,2026-02-11T21:00:00+00:00,2026-02-12T02:32:31Z,20651.00,927,0.8,0.2,yes,"If UNC Greensboro wins the VMI at UNC Greensboro men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11vmiuncg,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11JACSTET,KXNCAAMBGAME-26FEB11JACSTET-STET,2026-02-11T20:00:00+00:00,2026-02-12T02:36:06Z,135578.00,1064,0.48,0.52,yes,"If Stetson wins the Jacksonville at Stetson men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11jacstet,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11JACSTET,KXNCAAMBGAME-26FEB11JACSTET-JAC,2026-02-11T21:00:00+00:00,2026-02-12T02:36:06Z,164166.00,1993,0.53,0.47,no,"If Jacksonville wins the Jacksonville at Stetson men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11jacstet,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11UTEPJVST,KXNCAAMBGAME-26FEB11UTEPJVST-UTEP,2026-02-11T20:00:00+00:00,2026-02-12T02:26:28Z,136148.00,888,0.28,0.72,yes,"If UTEP wins the UTEP at Jacksonville St. men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11utepjvst,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11UTEPJVST,KXNCAAMBGAME-26FEB11UTEPJVST-JVST,2026-02-11T20:00:00+00:00,2026-02-12T02:26:28Z,272018.00,8352,0.73,0.27,no,"If Jacksonville St. wins the UTEP at Jacksonville St. men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11utepjvst,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11BUFFBALL,KXNCAAMBGAME-26FEB11BUFFBALL-BUFF,2026-02-11T20:00:00+00:00,2026-02-12T02:26:36Z,375809.00,35490,0.53,0.47,yes,"If Buffalo wins the Buffalo at Ball St. men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11buffball,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11BUFFBALL,KXNCAAMBGAME-26FEB11BUFFBALL-BALL,2026-02-11T20:00:00+00:00,2026-02-12T02:26:36Z,236079.00,8696,0.48,0.52,no,"If Ball St. wins the Buffalo at Ball St. men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11buffball,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11UTSAECU,KXNCAAMBGAME-26FEB11UTSAECU-UTSA,2026-02-11T21:00:00+00:00,2026-02-12T02:52:17Z,100321.00,8565,0.16,0.84,no,"If UTSA wins the UTSA at East Carolina men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11utsaecu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11UTSAECU,KXNCAAMBGAME-26FEB11UTSAECU-ECU,2026-02-11T21:00:00+00:00,2026-02-12T02:52:17Z,53519.00,3035,0.85,0.15,yes,"If East Carolina wins the UTSA at East Carolina men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11utsaecu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11FURMER,KXNCAAMBGAME-26FEB11FURMER-MER,2026-02-11T21:00:00+00:00,2026-02-12T02:42:13Z,253464.00,5978,0.62,0.38,yes,"If Mercer wins the Furman at Mercer men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11furmer,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11FURMER,KXNCAAMBGAME-26FEB11FURMER-FUR,2026-02-11T21:00:00+00:00,2026-02-12T02:42:13Z,291246.00,3645,0.38,0.62,no,"If Furman wins the Furman at Mercer men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11furmer,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11CHATETSU,KXNCAAMBGAME-26FEB11CHATETSU-ETSU,2026-02-11T20:00:00+00:00,2026-02-12T02:22:40Z,77928.00,2479,0.85,0.15,yes,"If East Tennessee St. wins the Chattanooga at East Tennessee St. men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11chatetsu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11CHATETSU,KXNCAAMBGAME-26FEB11CHATETSU-CHAT,2026-02-11T20:00:00+00:00,2026-02-12T02:22:40Z,99153.00,5990,0.17,0.83,no,"If Chattanooga wins the Chattanooga at East Tennessee St. men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11chatetsu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11UNFFGCU,KXNCAAMBGAME-26FEB11UNFFGCU-UNF,2026-02-11T20:00:00+00:00,2026-02-12T02:26:34Z,74140.00,6706,0.13,0.87,no,"If North Florida wins the North Florida at Florida Gulf Coast men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11unffgcu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11UNFFGCU,KXNCAAMBGAME-26FEB11UNFFGCU-FGCU,2026-02-11T20:00:00+00:00,2026-02-12T02:26:34Z,32993.00,2746,0.88,0.12,yes,"If Florida Gulf Coast wins the North Florida at Florida Gulf Coast men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11unffgcu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11VTCLEM,KXNCAAMBGAME-26FEB11VTCLEM-VT,2026-02-11T21:00:00+00:00,2026-02-12T02:36:04Z,708688.00,19697,0.23,0.77,yes,"If Virginia Tech wins the Virginia Tech at Clemson men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11vtclem,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11VTCLEM,KXNCAAMBGAME-26FEB11VTCLEM-CLEM,2026-02-11T21:00:00+00:00,2026-02-12T02:36:04Z,1194670.00,24804,0.79,0.21,no,"If Clemson wins the Virginia Tech at Clemson men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11vtclem,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11PEAYQUC,KXNCAAMBGAME-26FEB11PEAYQUC-QUC,2026-02-11T21:00:00+00:00,2026-02-12T02:36:05Z,153785.00,13490,0.59,0.41,no,"If Queens University wins the Austin Peay at Queens University men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11peayquc,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11PEAYQUC,KXNCAAMBGAME-26FEB11PEAYQUC-PEAY,2026-02-11T21:00:00+00:00,2026-02-12T02:36:05Z,247386.00,39427,0.42,0.58,yes,"If Austin Peay wins the Austin Peay at Queens University men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11peayquc,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11LMDLAF,KXNCAAMBGAME-26FEB11LMDLAF-LMD,2026-02-11T20:00:00+00:00,2026-02-12T02:12:55Z,82723.00,735,0.42,0.58,yes,"If Loyola Maryland wins the Loyola Maryland at Lafayette men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11lmdlaf,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11LMDLAF,KXNCAAMBGAME-26FEB11LMDLAF-LAF,2026-02-11T20:00:00+00:00,2026-02-12T02:12:55Z,80044.00,1646,0.61,0.39,no,"If Lafayette wins the Loyola Maryland at Lafayette men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11lmdlaf,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11UWGAUNA,KXNCAAMBGAME-26FEB11UWGAUNA-UWGA,2026-02-11T20:00:00+00:00,2026-02-12T02:12:54Z,71368.00,1638,0.47,0.53,yes,"If West Georgia wins the West Georgia at North Alabama men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11uwgauna,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11UWGAUNA,KXNCAAMBGAME-26FEB11UWGAUNA-UNA,2026-02-11T20:00:00+00:00,2026-02-12T02:12:54Z,54178.00,5407,0.54,0.46,no,"If North Alabama wins the West Georgia at North Alabama men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11uwgauna,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11AMERLEH,KXNCAAMBGAME-26FEB11AMERLEH-LEH,2026-02-11T21:00:00+00:00,2026-02-12T02:52:22Z,69286.00,1306,0.48,0.52,yes,"If Lehigh wins the American at Lehigh men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11amerleh,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11AMERLEH,KXNCAAMBGAME-26FEB11AMERLEH-AMER,2026-02-11T21:00:00+00:00,2026-02-12T02:52:22Z,65322.00,2897,0.54,0.46,no,"If American wins the American at Lehigh men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11amerleh,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11EMUKENT,KXNCAAMBGAME-26FEB11EMUKENT-KENT,2026-02-11T21:00:00+00:00,2026-02-12T02:32:34Z,351036.00,10156,0.85,0.15,yes,"If Kent St. wins the Eastern Michigan at Kent St. men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11emukent,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11EMUKENT,KXNCAAMBGAME-26FEB11EMUKENT-EMU,2026-02-11T21:00:00+00:00,2026-02-12T02:32:34Z,314102.00,2587,0.18,0.82,no,"If Eastern Michigan wins the Eastern Michigan at Kent St. men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11emukent,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11VCULAS,KXNCAAMBGAME-26FEB11VCULAS-VCU,2026-02-11T20:00:00+00:00,2026-02-12T02:17:09Z,247363.00,13515,0.89,0.11,yes,"If VCU wins the VCU at La Salle men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11vculas,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB11VCULAS,KXNCAAMBGAME-26FEB11VCULAS-LAS,2026-02-11T20:00:00+00:00,2026-02-12T02:17:09Z,312839.00,10835,0.13,0.87,no,"If La Salle wins the VCU at La Salle men's college basketball game originally scheduled for Feb 11, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb11vculas,Basketball
